gender,age,children_under_18,household_income,frequency,recline_frequency,recline_obligation,recline_rude,recline_eliminate,switch_seats_friends,switch_seats_family,wake_up_bathroom,wake_up_walk,baby,unruly_child,two_arm_rests,middle_arm_rest,shade,unsold_seat,talk_stranger,get_up
Male,45-60,NA,"$50,000 - $99,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,30-44,FALSE,"$25,000 - $49,999",Once a year or less,Usually,TRUE,No,FALSE,No,No,No,No,Somewhat,Very,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times
Female,30-44,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,30-44,TRUE,NA,Once a year or less,Usually,FALSE,Somewhat,FALSE,No,No,No,No,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times
Female,18-29,FALSE,"$0 - $24,999",Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,45-60,TRUE,"$100,000 - $149,999",Once a month or less,Once in a while,TRUE,Somewhat,FALSE,No,No,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,30-44,FALSE,"$50,000 - $99,999",Once a month or less,About half the time,TRUE,No,FALSE,No,No,Somewhat,Very,Somewhat,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Very,Somewhat,Twice
Female,18-29,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,> 60,FALSE,"$50,000 - $99,999",Once a month or less,About half the time,FALSE,Somewhat,TRUE,Somewhat,Somewhat,Somewhat,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times
Female,45-60,TRUE,NA,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times
Female,> 60,FALSE,"$25,000 - $49,999",Once a year or less,Once in a while,FALSE,No,FALSE,Very,Somewhat,Somewhat,Very,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Somewhat,No,Twice
Female,45-60,TRUE,NA,Once a month or less,Once in a while,TRUE,Somewhat,FALSE,No,No,Somewhat,Very,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,> 60,FALSE,NA,Once a year or less,Never,TRUE,Very,TRUE,Very,Very,No,Somewhat,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice
Female,> 60,FALSE,"$100,000 - $149,999",Once a year or less,Usually,TRUE,Very,TRUE,Somewhat,Somewhat,No,No,Somewhat,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,Three times
Female,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Never,TRUE,Very,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once
Male,18-29,TRUE,NA,Once a year or less,Once in a while,TRUE,Somewhat,FALSE,Very,Somewhat,Very,Very,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times
Female,45-60,FALSE,"$0 - $24,999",Once a year or less,Usually,FALSE,No,FALSE,No,No,No,No,No,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times
Male,45-60,FALSE,NA,A few times per month,Usually,FALSE,No,FALSE,No,No,No,Somewhat,No,No,The person in the middle seat gets both arm rests,The person by the window,The person in the window seat should have exclusive control,No,Somewhat,Three times
Female,18-29,FALSE,"$50,000 - $99,999",Once a month or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once
Female,45-60,TRUE,"$50,000 - $99,999",Once a year or less,Never,TRUE,Very,TRUE,No,No,No,Somewhat,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Twice
Male,30-44,TRUE,"$50,000 - $99,999",Once a year or less,Always,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times
Male,30-44,TRUE,"$25,000 - $49,999",Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times
Male,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,No,FALSE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Very,Twice
Female,> 60,FALSE,NA,Once a year or less,About half the time,FALSE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Male,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times
Female,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Never,TRUE,Very,TRUE,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once
Female,> 60,FALSE,"$100,000 - $149,999",Once a year or less,Usually,FALSE,No,TRUE,No,No,No,No,No,Somewhat,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,Once
Female,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times
Male,45-60,TRUE,"$50,000 - $99,999",Once a year or less,Never,FALSE,No,FALSE,No,No,Somewhat,Very,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once
Female,> 60,FALSE,"$100,000 - $149,999",Once a month or less,Usually,FALSE,No,TRUE,Somewhat,Somewhat,No,Somewhat,No,Somewhat,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Twice
Female,18-29,FALSE,"$100,000 - $149,999",Once a year or less,Never,TRUE,Somewhat,TRUE,Somewhat,Somewhat,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,Somewhat,More than five times times
Female,18-29,FALSE,NA,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,Very,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Very,Twice
Female,> 60,NA,"$50,000 - $99,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,45-60,FALSE,"$25,000 - $49,999",Once a year or less,Always,TRUE,Somewhat,FALSE,No,No,No,No,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times
Female,> 60,FALSE,"$25,000 - $49,999",Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times
Male,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Never,TRUE,Very,FALSE,No,No,No,No,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times
Male,45-60,TRUE,"$50,000 - $99,999",Once a year or less,Usually,FALSE,No,FALSE,Very,Very,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times
Female,> 60,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,30-44,FALSE,"$50,000 - $99,999",Once a year or less,Usually,FALSE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times
Female,30-44,TRUE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,No,FALSE,Somewhat,Somewhat,No,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Once
Female,45-60,FALSE,NA,Once a year or less,About half the time,TRUE,Somewhat,FALSE,Somewhat,Somewhat,No,Somewhat,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Very,Twice
Male,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Always,TRUE,No,TRUE,Somewhat,No,No,Somewhat,Somewhat,Very,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,No,No,Twice
Male,30-44,FALSE,NA,Once a year or less,Once in a while,FALSE,Somewhat,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,No,No,Three times
Female,> 60,NA,"$50,000 - $99,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Male,45-60,FALSE,NA,Once a month or less,Once in a while,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,45-60,TRUE,NA,Once a year or less,Always,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times
Female,45-60,TRUE,"$25,000 - $49,999",Once a year or less,Never,TRUE,Very,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Male,30-44,FALSE,"$50,000 - $99,999",Once a month or less,About half the time,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice
Male,45-60,FALSE,"$25,000 - $49,999",Once a year or less,Usually,FALSE,Somewhat,TRUE,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,Whoever puts their arm on the arm rest first,The person in aisle,The person in the window seat should have exclusive control,Somewhat,Somewhat,Four times
Female,45-60,FALSE,NA,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Female,30-44,FALSE,"$25,000 - $49,999",Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,> 60,FALSE,"$50,000 - $99,999",A few times per month,Once in a while,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Very,Whoever puts their arm on the arm rest first,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times
Female,18-29,FALSE,"$100,000 - $149,999",Once a month or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times
Male,> 60,FALSE,"$100,000 - $149,999",Once a year or less,Once in a while,TRUE,No,TRUE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,45-60,FALSE,"$50,000 - $99,999",Once a year or less,Usually,FALSE,No,FALSE,No,No,No,Very,Very,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Once
Female,45-60,TRUE,"$50,000 - $99,999",Once a year or less,Usually,FALSE,No,FALSE,Somewhat,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times
Male,45-60,TRUE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times
Female,45-60,FALSE,NA,Once a year or less,Once in a while,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice
Female,30-44,TRUE,NA,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,Somewhat,No,No,No,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,30-44,TRUE,NA,Once a year or less,Usually,FALSE,No,FALSE,No,No,Very,Very,No,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once
Female,18-29,FALSE,NA,Once a year or less,About half the time,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once
Male,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Once in a while,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times
Female,45-60,FALSE,"$100,000 - $149,999",Once a month or less,Usually,TRUE,No,FALSE,No,No,No,No,No,Somewhat,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times
Male,45-60,TRUE,"$100,000 - $149,999",Once a year or less,Once in a while,FALSE,No,FALSE,No,No,No,No,No,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Female,30-44,TRUE,"$50,000 - $99,999",Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Very,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Female,18-29,FALSE,NA,Once a year or less,Once in a while,TRUE,No,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,30-44,NA,"$25,000 - $49,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,30-44,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,45-60,FALSE,"$50,000 - $99,999",Once a year or less,Always,TRUE,No,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Female,> 60,FALSE,NA,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,It is not okay to get up during flight
Male,18-29,FALSE,"$0 - $24,999",Once a year or less,Usually,TRUE,No,FALSE,Somewhat,No,No,Somewhat,No,Somewhat,The arm rests should be shared,Other (please specify),The person in the window seat should have exclusive control,Somewhat,Somewhat,Four times
Male,30-44,TRUE,"$100,000 - $149,999",Once a year or less,Usually,FALSE,No,FALSE,Somewhat,Somewhat,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,More than five times times
Female,18-29,TRUE,"$50,000 - $99,999",Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Three times
Male,45-60,FALSE,NA,Once a month or less,Never,TRUE,Somewhat,FALSE,Somewhat,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times
Female,18-29,FALSE,"$100,000 - $149,999",Once a year or less,Never,TRUE,Very,FALSE,No,No,Somewhat,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$50,000 - $99,999",Once a year or less,Usually,FALSE,No,TRUE,No,No,No,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Three times
Female,18-29,FALSE,"$50,000 - $99,999",A few times per month,Never,TRUE,Very,FALSE,No,No,Somewhat,Very,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,18-29,FALSE,"$50,000 - $99,999",Once a month or less,Always,FALSE,No,FALSE,Somewhat,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Twice
Male,30-44,FALSE,"$100,000 - $149,999",A few times per month,Never,FALSE,Somewhat,TRUE,Somewhat,Somewhat,Very,Very,Very,Very,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,Very,No,It is not okay to get up during flight
Male,> 60,FALSE,"$50,000 - $99,999",Once a year or less,About half the time,TRUE,No,FALSE,Somewhat,Somewhat,No,No,No,Somewhat,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Twice
Female,45-60,FALSE,"$50,000 - $99,999",Once a month or less,Once in a while,FALSE,No,FALSE,No,No,No,No,No,Very,The arm rests should be shared,Other (please specify),The person in the window seat should have exclusive control,Somewhat,No,Once
Male,45-60,NA,"$100,000 - $149,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,> 60,FALSE,NA,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,Somewhat,Very,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,No,No,Three times
Female,> 60,FALSE,"$25,000 - $49,999",Once a year or less,About half the time,FALSE,No,FALSE,Somewhat,Somewhat,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times
Female,18-29,NA,"$25,000 - $49,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,18-29,FALSE,"$25,000 - $49,999",Once a year or less,About half the time,FALSE,No,FALSE,No,No,No,Very,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times
Female,30-44,NA,"$0 - $24,999",Once a month or less,Never,TRUE,No,TRUE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$50,000 - $99,999",Once a month or less,Usually,TRUE,Somewhat,FALSE,No,No,No,Somewhat,Somewhat,Very,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice
Male,30-44,TRUE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,Somewhat,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,45-60,FALSE,"$25,000 - $49,999",Once a year or less,Never,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times
Male,45-60,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,18-29,FALSE,NA,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Very,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Male,> 60,FALSE,NA,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times
Female,18-29,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,18-29,TRUE,"$25,000 - $49,999",Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$50,000 - $99,999",Once a month or less,Once in a while,FALSE,Somewhat,FALSE,No,No,Somewhat,Very,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times
Female,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Once in a while,TRUE,Somewhat,FALSE,Somewhat,No,Somewhat,Somewhat,No,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Once
Female,30-44,TRUE,"$50,000 - $99,999",Once a year or less,Usually,TRUE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice
Male,18-29,FALSE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,Somewhat,FALSE,Somewhat,No,Very,Very,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,45-60,TRUE,"$50,000 - $99,999",Once a month or less,Always,TRUE,No,FALSE,No,No,Somewhat,Very,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice
Female,18-29,FALSE,NA,Once a month or less,Always,FALSE,Somewhat,FALSE,Somewhat,Somewhat,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times
Female,30-44,FALSE,NA,Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times
Male,30-44,FALSE,"$50,000 - $99,999",Once a year or less,Usually,TRUE,No,FALSE,No,No,Somewhat,Very,Somewhat,Very,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,30-44,FALSE,"$50,000 - $99,999",Once a year or less,Never,TRUE,Very,TRUE,Very,Somewhat,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,30-44,FALSE,"$100,000 - $149,999",Once a month or less,Always,FALSE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times
Male,30-44,TRUE,"$0 - $24,999",Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times
Male,45-60,FALSE,"$100,000 - $149,999",Once a year or less,Once in a while,FALSE,Somewhat,TRUE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times
Male,45-60,FALSE,NA,Once a year or less,Once in a while,TRUE,Very,TRUE,No,No,No,Somewhat,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times
Female,18-29,NA,"$50,000 - $99,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,> 60,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,> 60,FALSE,"$50,000 - $99,999",Once a year or less,Once in a while,FALSE,Somewhat,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$25,000 - $49,999",Once a year or less,Once in a while,TRUE,Somewhat,FALSE,No,No,Somewhat,Very,Very,Very,Other (please specify),Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice
Male,45-60,TRUE,"$25,000 - $49,999",Once a year or less,Always,FALSE,No,TRUE,No,No,No,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,It is not okay to get up during flight
Male,18-29,TRUE,NA,A few times per month,Once in a while,TRUE,Somewhat,FALSE,No,No,Somewhat,Very,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,Somewhat,It is not okay to get up during flight
Male,30-44,TRUE,NA,Once a month or less,Always,FALSE,No,FALSE,No,No,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$0 - $24,999",Once a year or less,Never,TRUE,Very,TRUE,Very,Very,Somewhat,Very,Very,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice
Female,30-44,NA,"$25,000 - $49,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,18-29,FALSE,"$0 - $24,999",Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Very,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times
Female,45-60,NA,"$0 - $24,999",Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,18-29,FALSE,NA,Once a month or less,Usually,FALSE,No,FALSE,No,No,No,Somewhat,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times
Female,45-60,TRUE,"$100,000 - $149,999",Once a year or less,Always,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,"$0 - $24,999",Once a year or less,Never,TRUE,Very,TRUE,Somewhat,Somewhat,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice
Female,> 60,FALSE,"$50,000 - $99,999",Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Very,Twice
Female,18-29,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,18-29,FALSE,"$25,000 - $49,999",Once a year or less,Always,FALSE,No,FALSE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times
Female,18-29,FALSE,NA,Once a month or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Once
Female,45-60,FALSE,NA,Once a month or less,Once in a while,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once
Female,45-60,FALSE,"$50,000 - $99,999",Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times
Female,45-60,FALSE,"$25,000 - $49,999",Once a year or less,About half the time,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Very,Very,Three times
